ArtistName,SongName,SongExplicit
Beyoncé,Beyoncé Interlude,False
Beyoncé,Gift from Virgo,False
Beyoncé,Daddy,False
Beyoncé,Perfect Duet (Ed Sheeran & Beyoncé),False
Beyoncé,Daddy Lessons,False
Beyoncé,Crazy In Love - Remix,False
Beyoncé,Pretty Hurts,False
Beyoncé,Partition,True
Beyoncé,Partition,False
Beyoncé,Party,False
Beyoncé,Run the World (Girls) - Kaskade Club Remix,False
Beyoncé,Run the World (Girls) - RedTop Club Remix,False
Beyoncé,Run the World (Girls) - Jochen Simms Club Remix,False
Beyoncé,Fever,False
